SalaryID,EmployeeID,AnnualSalary,SalaryStartDate,SalaryEndDate
662,662,106652,2022-11-08,2025-09-15
663,663,116083,2020-03-25,2028-02-16
664,664,87916,2020-03-15,2025-07-18
665,665,109396,2020-08-28,2028-04-08
666,666,46549,2021-06-23,2024-04-06
667,667,85259,2022-06-12,2024-08-17
668,668,64390,2023-11-02,2025-10-05
669,669,115485,2022-07-07,2024-06-14
670,670,53803,2021-04-22,2028-03-17
671,671,90916,2020-02-05,2026-05-19
672,672,66746,2018-11-30,2025-10-17
673,673,98760,2019-02-28,2028-10-15
674,674,118592,2021-12-16,2025-11-18
675,675,52863,2019-06-17,2026-07-10
676,676,44900,2021-06-21,2023-11-09
677,677,89931,2019-11-06,2027-01-01
678,678,95820,2022-10-12,2028-02-02
679,679,80455,2022-11-10,2024-11-14
680,680,40275,2019-03-01,2028-08-28
681,681,81604,2019-05-19,2024-11-04
682,682,96225,2022-04-01,2024-01-29
683,683,119974,2022-11-15,2025-08-25
684,684,82806,2021-11-26,2025-02-11
685,685,97236,2018-12-11,2023-12-07
686,686,92801,2020-01-05,2023-11-05
687,687,96072,2019-10-13,2027-07-08
688,688,80443,2020-03-04,2028-11-01
689,689,47128,2019-04-01,2025-04-15
690,690,82837,2023-04-03,2026-08-05
691,691,88500,2021-08-09,2023-11-06
692,692,95376,2019-12-25,2026-10-30
693,693,108642,2021-05-18,2024-10-06
694,694,89173,2023-01-10,2027-03-07
695,695,111342,2023-03-27,2026-11-26
696,696,50133,2020-01-20,2027-05-21
697,697,58536,2022-01-17,2027-10-06
698,698,52009,2020-05-07,2026-08-20
699,699,71762,2023-02-24,2028-08-04
